gene,gene_id,chromosome,gene_length,is_multi_disease,num_diseases,diseases,max_score,mean_score,weighted_score,top_disease,shared_snp_count,total_snp_count,AD_score,AD_score_raw,AD_snps,T2D_score,T2D_score_raw,T2D_snps
NOTCH4,,6,10000,False,1,T2D,0.591697,0.591697,0.591697,T2D,0,10,0,0,0,0.591697,0.591697,10
NOVA2,,19,10000,False,1,AD,0.629828,0.629828,0.629828,AD,0,5,0.629828,0.629828,5,0,0,0
NPAS1,,19,10000,True,2,"AD,T2D",0.652659,0.618475,0.601383,AD,0,4,0.652659,0.652659,1,0.584291,0.584291,3
NPBWR2,,20,10000,False,1,T2D,0.550421,0.550421,0.550421,T2D,0,1,0,0,0,0.550421,0.550421,1
NPC1,,18,10000,False,1,T2D,0.609972,0.609972,0.609972,T2D,0,30,0,0,0,0.609972,0.609972,30
NPDC1,,9,10000,False,1,T2D,0.483465,0.483465,0.483465,T2D,0,8,0,0,0,0.483465,0.483465,8
NQO1,,16,10000,False,1,T2D,0.619311,0.619311,0.619311,T2D,0,3,0,0,0,0.619311,0.619311,3
NR1H3,,11,10000,False,1,T2D,0.485205,0.485205,0.485205,T2D,0,1,0,0,0,0.485205,0.485205,1
NR1I3,,1,10000,False,1,AD,0.584686,0.584686,0.584686,AD,0,2,0.584686,0.584686,2,0,0,0
NR2C2AP,,19,10000,False,1,T2D,0.595135,0.595135,0.595135,T2D,0,2,0,0,0,0.595135,0.595135,2
NRBF2,,10,10000,False,1,T2D,0.605961,0.605961,0.605961,T2D,0,18,0,0,0,0.605961,0.605961,18
NRXN3,,14,10000,False,1,T2D,0.612185,0.612185,0.612185,T2D,0,10,0,0,0,0.612185,0.612185,10
NUDT3,,6,10000,False,1,T2D,0.668191,0.668191,0.668191,T2D,0,10,0,0,0,0.668191,0.668191,10
NUDT5,,10,10000,False,1,T2D,0.623957,0.623957,0.623957,T2D,0,5,0,0,0,0.623957,0.623957,5
NUDT6,,4,10000,False,1,T2D,0.510105,0.510105,0.510105,T2D,0,2,0,0,0,0.510105,0.510105,2
NUP133,,1,10000,False,1,T2D,0.683995,0.683995,0.683995,T2D,0,2,0,0,0,0.683995,0.683995,2
NUS1,,6,10000,False,1,T2D,0.682652,0.682652,0.682652,T2D,0,5,0,0,0,0.682652,0.682652,5
NYAP1,,7,10000,False,1,AD,0.644475,0.644475,0.644475,AD,0,2,0.644475,0.644475,2,0,0,0
NYNRIN,,14,10000,False,1,T2D,0.763736,0.763736,0.763736,T2D,0,1,0,0,0,0.763736,0.763736,1
OARD1,,6,10000,False,1,AD,0.612214,0.612214,0.612214,AD,0,5,0.612214,0.612214,5,0,0,0
OASL,,12,10000,False,1,T2D,0.689547,0.689547,0.689547,T2D,0,15,0,0,0,0.689547,0.689547,15
OGFOD2,,12,10000,False,1,T2D,0.48642,0.48642,0.48642,T2D,0,1,0,0,0,0.48642,0.48642,1
OLFML3,,1,10000,False,1,T2D,0.541328,0.541328,0.541328,T2D,0,1,0,0,0,0.541328,0.541328,1
OMG,,17,10000,False,1,T2D,0.65577,0.65577,0.65577,T2D,0,5,0,0,0,0.65577,0.65577,5
OPA3,,19,10000,False,1,AD,0.676378,0.676378,0.676378,AD,0,13,0.676378,0.676378,13,0,0,0
OPLAH,,8,10000,False,1,AD,0.717068,0.717068,0.717068,AD,0,3,0.717068,0.717068,3,0,0,0
OPRL1,,20,10000,False,1,T2D,0.575696,0.575696,0.575696,T2D,0,4,0,0,0,0.575696,0.575696,4
OR10AD1,,12,10000,False,1,T2D,0.486833,0.486833,0.486833,T2D,0,1,0,0,0,0.486833,0.486833,1
OR2J2,,6,10000,False,1,T2D,0.754584,0.754584,0.754584,T2D,0,1,0,0,0,0.754584,0.754584,1
ORAI2,,7,10000,False,1,T2D,0.645291,0.645291,0.645291,T2D,0,4,0,0,0,0.645291,0.645291,4
ORAOV1,,11,10000,False,1,T2D,0.517599,0.517599,0.517599,T2D,0,12,0,0,0,0.517599,0.517599,12
OSER1,,20,10000,False,1,T2D,0.818085,0.818085,0.818085,T2D,0,4,0,0,0,0.818085,0.818085,4
P2RX7,,12,10000,False,1,T2D,0.739119,0.739119,0.739119,T2D,0,1,0,0,0,0.739119,0.739119,1
PABPC1,,8,10000,False,1,AD,0.568401,0.568401,0.568401,AD,0,4,0.568401,0.568401,4,0,0,0
PABPC4,,1,10000,False,1,T2D,0.489163,0.489163,0.489163,T2D,0,1,0,0,0,0.489163,0.489163,1
PALM,,19,10000,False,1,AD,0.472568,0.472568,0.472568,AD,0,2,0.472568,0.472568,2,0,0,0
PAM,,5,10000,False,1,T2D,0.735172,0.735172,0.735172,T2D,0,9,0,0,0,0.735172,0.735172,9
PAMR1,,11,10000,False,1,T2D,0.530982,0.530982,0.530982,T2D,0,5,0,0,0,0.530982,0.530982,5
PARP10,,8,10000,False,1,AD,0.63354,0.63354,0.63354,AD,0,1,0.63354,0.63354,1,0,0,0
PARVB,,22,10000,False,1,T2D,0.67274,0.67274,0.67274,T2D,0,1,0,0,0,0.67274,0.67274,1
PAX4,,7,10000,False,1,T2D,0.829537,0.829537,0.829537,T2D,0,7,0,0,0,0.829537,0.829537,7
PBX2,,6,10000,False,1,T2D,0.581559,0.581559,0.581559,T2D,0,6,0,0,0,0.581559,0.581559,6
PBX4,,19,10000,False,1,T2D,0.570467,0.570467,0.570467,T2D,0,2,0,0,0,0.570467,0.570467,2
PCDHGA1,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGA10,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGA11,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGA12,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGA2,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGA3,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGA4,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGA5,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGA6,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGA7,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGA8,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGA9,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGB1,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGB2,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGB3,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGB4,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGB6,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGB7,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGC3,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGC4,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCDHGC5,,5,10000,False,1,T2D,0.589734,0.589734,0.589734,T2D,0,2,0,0,0,0.589734,0.589734,2
PCSK5,,9,10000,False,1,T2D,0.738557,0.738557,0.738557,T2D,0,1,0,0,0,0.738557,0.738557,1
PDCD4,,10,10000,False,1,T2D,0.660619,0.660619,0.660619,T2D,0,4,0,0,0,0.660619,0.660619,4
PDE4D,,5,10000,False,1,T2D,0.637466,0.637466,0.637466,T2D,0,1,0,0,0,0.637466,0.637466,1
PDGFC,,4,10000,False,1,T2D,0.524127,0.524127,0.524127,T2D,0,5,0,0,0,0.524127,0.524127,5
PDIA2,,16,10000,False,1,T2D,0.636256,0.636256,0.636256,T2D,0,1,0,0,0,0.636256,0.636256,1
PDZRN4,,12,10000,False,1,T2D,0.56181,0.56181,0.56181,T2D,0,2,0,0,0,0.56181,0.56181,2
PEAK1,,15,10000,False,1,T2D,0.593241,0.593241,0.593241,T2D,0,10,0,0,0,0.593241,0.593241,10
PEPD,,19,10000,False,1,T2D,0.639048,0.639048,0.639048,T2D,0,25,0,0,0,0.639048,0.639048,25
PFDN2,,1,10000,False,1,AD,0.48644,0.48644,0.48644,AD,0,2,0.48644,0.48644,2,0,0,0
PFKM,,12,10000,False,1,T2D,0.489075,0.489075,0.489075,T2D,0,2,0,0,0,0.489075,0.489075,2
PGLYRP1,,19,10000,False,1,AD,0.641362,0.641362,0.641362,AD,0,12,0.641362,0.641362,12,0,0,0
PGM1,,1,10000,False,1,T2D,0.581953,0.581953,0.581953,T2D,0,16,0,0,0,0.581953,0.581953,16
PHF1,,6,10000,False,1,T2D,0.611744,0.611744,0.611744,T2D,0,1,0,0,0,0.611744,0.611744,1
PHGDH,,1,10000,False,1,T2D,0.544455,0.544455,0.544455,T2D,0,7,0,0,0,0.544455,0.544455,7
PHGR1,,15,10000,False,1,T2D,0.678992,0.678992,0.678992,T2D,0,4,0,0,0,0.678992,0.678992,4
PHLDB3,,19,10000,False,1,AD,0.629887,0.629887,0.629887,AD,0,12,0.629887,0.629887,12,0,0,0
PHOSPHO1,,17,10000,False,1,AD,0.696586,0.696586,0.696586,AD,0,1,0.696586,0.696586,1,0,0,0
PHRF1,,11,10000,False,1,T2D,0.755598,0.755598,0.755598,T2D,0,1,0,0,0,0.755598,0.755598,1
PHTF1,,1,10000,False,1,T2D,0.664021,0.664021,0.664021,T2D,0,1,0,0,0,0.664021,0.664021,1
PICALM,,11,10000,False,1,AD,0.760862,0.760862,0.760862,AD,0,10,0.760862,0.760862,10,0,0,0
PIGU,,20,10000,False,1,T2D,0.599743,0.599743,0.599743,T2D,0,1,0,0,0,0.599743,0.599743,1
PIK3R3,,1,10000,False,1,T2D,0.507559,0.507559,0.507559,T2D,0,2,0,0,0,0.507559,0.507559,2
PILRA,,7,10000,False,1,AD,0.630165,0.630165,0.630165,AD,0,7,0.630165,0.630165,7,0,0,0
PILRB,,7,10000,False,1,AD,0.635478,0.635478,0.635478,AD,0,4,0.635478,0.635478,4,0,0,0
PIM3,,22,10000,False,1,T2D,0.775646,0.775646,0.775646,T2D,0,4,0,0,0,0.775646,0.775646,4
PINX1,,8,10000,False,1,T2D,0.645897,0.645897,0.645897,T2D,0,3,0,0,0,0.645897,0.645897,3
PITPNC1,,17,10000,False,1,T2D,0.540113,0.540113,0.540113,T2D,0,3,0,0,0,0.540113,0.540113,3
PITPNM2,,12,10000,False,1,T2D,0.562364,0.562364,0.562364,T2D,0,1,0,0,0,0.562364,0.562364,1
PLCB2,,15,10000,False,1,T2D,0.678992,0.678992,0.678992,T2D,0,7,0,0,0,0.678992,0.678992,7
PLCG2,,16,10000,False,1,AD,0.728558,0.728558,0.728558,AD,0,12,0.728558,0.728558,12,0,0,0
PLEKHA1,,10,10000,False,1,T2D,0.651006,0.651006,0.651006,T2D,0,28,0,0,0,0.651006,0.651006,28
PMPCA,,9,10000,False,1,T2D,0.61526,0.61526,0.61526,T2D,0,55,0,0,0,0.61526,0.61526,55
PNMAL1,,19,10000,False,1,AD,0.609192,0.609192,0.609192,AD,0,2,0.609192,0.609192,2,0,0,0
PNMAL2,,19,10000,False,1,AD,0.609192,0.609192,0.609192,AD,0,1,0.609192,0.609192,1,0,0,0
PNPLA3,,22,10000,False,1,T2D,0.722463,0.722463,0.722463,T2D,0,2,0,0,0,0.722463,0.722463,2
POC5,,5,10000,False,1,T2D,0.670352,0.670352,0.670352,T2D,0,1,0,0,0,0.670352,0.670352,1
POLD2,,7,10000,False,1,T2D,0.66079,0.66079,0.66079,T2D,0,3,0,0,0,0.66079,0.66079,3
POLR2E,,19,10000,False,1,AD,0.664527,0.664527,0.664527,AD,0,2,0.664527,0.664527,2,0,0,0
POLR2J,,7,10000,False,1,T2D,0.645291,0.645291,0.645291,T2D,0,2,0,0,0,0.645291,0.645291,2
POM121C,,7,10000,False,1,T2D,0.50719,0.50719,0.50719,T2D,0,2,0,0,0,0.50719,0.50719,2
POP5,,12,10000,False,1,T2D,0.602281,0.602281,0.602281,T2D,0,1,0,0,0,0.602281,0.602281,1
POU5F1,,6,10000,False,1,T2D,0.576365,0.576365,0.576365,T2D,0,9,0,0,0,0.576365,0.576365,9
PPARG,,3,10000,False,1,T2D,0.627582,0.627582,0.627582,T2D,0,21,0,0,0,0.627582,0.627582,21
PPFIBP1,,12,10000,False,1,T2D,0.55103,0.55103,0.55103,T2D,0,1,0,0,0,0.55103,0.55103,1
PPIP5K2,,5,10000,False,1,T2D,0.597891,0.597891,0.597891,T2D,0,4,0,0,0,0.597891,0.597891,4
PPM1G,,2,10000,False,1,T2D,0.629321,0.629321,0.629321,T2D,0,1,0,0,0,0.629321,0.629321,1
PPOX,,1,10000,False,1,AD,0.575339,0.575339,0.575339,AD,0,4,0.575339,0.575339,4,0,0,0
PPP1R10,,6,10000,False,1,T2D,0.572756,0.572756,0.572756,T2D,0,1,0,0,0,0.572756,0.572756,1
PPP1R11,,6,10000,False,1,T2D,0.675139,0.675139,0.675139,T2D,0,1,0,0,0,0.675139,0.675139,1
PPP1R37,,19,10000,False,1,AD,0.679581,0.679581,0.679581,AD,0,12,0.679581,0.679581,12,0,0,0
PPP2R2C,,4,10000,False,1,T2D,0.725463,0.725463,0.725463,T2D,0,26,0,0,0,0.725463,0.725463,26
PPP4C,,16,10000,False,1,AD,0.607277,0.607277,0.607277,AD,0,2,0.607277,0.607277,2,0,0,0
PPP5C,,19,10000,False,1,AD,0.730433,0.730433,0.730433,AD,0,3,0.730433,0.730433,3,0,0,0
PPP5D1,,19,10000,False,1,AD,0.609192,0.609192,0.609192,AD,0,3,0.609192,0.609192,3,0,0,0
PPT2,,6,10000,False,1,T2D,0.643896,0.643896,0.643896,T2D,0,1,0,0,0,0.643896,0.643896,1
PPT2-EGFL8,,6,10000,False,1,T2D,0.643896,0.643896,0.643896,T2D,0,1,0,0,0,0.643896,0.643896,1
PRC1,,15,10000,False,1,T2D,0.664623,0.664623,0.664623,T2D,0,48,0,0,0,0.664623,0.664623,48
PRDM7,,16,10000,False,1,AD,0.752106,0.752106,0.752106,AD,0,1,0.752106,0.752106,1,0,0,0
PRDX1,,1,10000,False,1,T2D,0.491331,0.491331,0.491331,T2D,0,1,0,0,0,0.491331,0.491331,1
PRKD1,,14,10000,False,1,T2D,0.520838,0.520838,0.520838,T2D,0,7,0,0,0,0.520838,0.520838,7
PRKD2,,19,10000,False,1,AD,0.656244,0.656244,0.656244,AD,0,2,0.656244,0.656244,2,0,0,0
PRKRIP1,,7,10000,False,1,T2D,0.688365,0.688365,0.688365,T2D,0,2,0,0,0,0.688365,0.688365,2
PROX1,,1,10000,False,1,T2D,0.661835,0.661835,0.661835,T2D,0,13,0,0,0,0.661835,0.661835,13
PRR3,,6,10000,False,1,T2D,0.609718,0.609718,0.609718,T2D,0,1,0,0,0,0.609718,0.609718,1
PRRC2A,,6,10000,False,1,T2D,0.626322,0.626322,0.626322,T2D,0,42,0,0,0,0.626322,0.626322,42
PRRT1,,6,10000,False,1,T2D,0.598512,0.598512,0.598512,T2D,0,1,0,0,0,0.598512,0.598512,1
PRSS36,,16,10000,False,1,AD,0.56468,0.56468,0.56468,AD,0,1,0.56468,0.56468,1,0,0,0
PRSS8,,16,10000,False,1,AD,0.56468,0.56468,0.56468,AD,0,1,0.56468,0.56468,1,0,0,0
PRTN3,,19,10000,False,1,AD,0.521018,0.521018,0.521018,AD,0,1,0.521018,0.521018,1,0,0,0
PSMB8,,6,10000,False,1,T2D,0.637616,0.637616,0.637616,T2D,0,30,0,0,0,0.637616,0.637616,30
PSMB9,,6,10000,False,1,T2D,0.637616,0.637616,0.637616,T2D,0,12,0,0,0,0.637616,0.637616,12
PSMC2,,7,10000,False,1,T2D,0.646778,0.646778,0.646778,T2D,0,1,0,0,0,0.646778,0.646778,1
PSMC3,,11,10000,False,1,AD,0.641448,0.641448,0.641448,AD,0,13,0.641448,0.641448,13,0,0,0
PSMC3IP,,17,10000,False,1,T2D,0.59664,0.59664,0.59664,T2D,0,4,0,0,0,0.59664,0.59664,4
PSMD6,,3,10000,False,1,T2D,0.56558,0.56558,0.56558,T2D,0,6,0,0,0,0.56558,0.56558,6
PSORS1C1,,6,10000,False,1,T2D,0.577121,0.577121,0.577121,T2D,0,14,0,0,0,0.577121,0.577121,14
PSORS1C2,,6,10000,False,1,T2D,0.557692,0.557692,0.557692,T2D,0,11,0,0,0,0.557692,0.557692,11
PSTPIP1,,15,10000,False,1,T2D,0.546427,0.546427,0.546427,T2D,0,1,0,0,0,0.546427,0.546427,1
PTBP1,,19,10000,False,1,AD,0.476201,0.476201,0.476201,AD,0,1,0.476201,0.476201,1,0,0,0
PTCH1,,9,10000,False,1,T2D,0.6677,0.6677,0.6677,T2D,0,1,0,0,0,0.6677,0.6677,1
PTEN,,10,10000,False,1,T2D,0.578729,0.578729,0.578729,T2D,0,11,0,0,0,0.578729,0.578729,11
PTF1A,,10,10000,False,1,T2D,0.551959,0.551959,0.551959,T2D,0,1,0,0,0,0.551959,0.551959,1
PTGFRN,,1,10000,False,1,T2D,0.501555,0.501555,0.501555,T2D,0,12,0,0,0,0.501555,0.501555,12
PTGIR,,19,10000,False,1,AD,0.600778,0.600778,0.600778,AD,0,2,0.600778,0.600778,2,0,0,0
PTH1R,,3,10000,False,1,T2D,0.545359,0.545359,0.545359,T2D,0,1,0,0,0,0.545359,0.545359,1
PTK2B,,8,10000,False,1,AD,0.568116,0.568116,0.568116,AD,0,5,0.568116,0.568116,5,0,0,0
PTPLB,,3,10000,False,1,T2D,0.62209,0.62209,0.62209,T2D,0,2,0,0,0,0.62209,0.62209,2
PTPN22,,1,10000,False,1,T2D,0.669799,0.669799,0.669799,T2D,0,1,0,0,0,0.669799,0.669799,1
PTPN9,,15,10000,False,1,T2D,0.672989,0.672989,0.672989,T2D,0,14,0,0,0,0.672989,0.672989,14
PTPRG,,3,10000,False,1,T2D,0.563447,0.563447,0.563447,T2D,0,3,0,0,0,0.563447,0.563447,3
PTRF,,17,10000,False,1,T2D,0.529269,0.529269,0.529269,T2D,0,5,0,0,0,0.529269,0.529269,5
PURG,,8,10000,False,1,T2D,0.552634,0.552634,0.552634,T2D,0,9,0,0,0,0.552634,0.552634,9
PVRL2,,19,10000,True,2,"AD,T2D",0.981671,0.839341,0.975822,AD,3,146,0.981671,0.981671,143,0.697011,0.697011,3
PXN,,12,10000,False,1,T2D,0.612158,0.612158,0.612158,T2D,0,1,0,0,0,0.612158,0.612158,1
QPCTL,,19,10000,True,2,"AD,T2D",0.741705,0.722562,0.731263,T2D,0,11,0.703419,0.703419,3,0.741705,0.741705,8
R3HDM4,,19,10000,False,1,AD,0.57649,0.57649,0.57649,AD,0,3,0.57649,0.57649,3,0,0,0
R3HDML,,20,10000,False,1,T2D,0.731217,0.731217,0.731217,T2D,0,18,0,0,0,0.731217,0.731217,18
RAB11FIP4,,17,10000,False,1,T2D,0.557563,0.557563,0.557563,T2D,0,5,0,0,0,0.557563,0.557563,5
RAB1A,,2,10000,False,1,T2D,0.680087,0.680087,0.680087,T2D,0,4,0,0,0,0.680087,0.680087,4
RAB8B,,15,10000,False,1,AD,0.767689,0.767689,0.767689,AD,0,2,0.767689,0.767689,2,0,0,0
RAD51AP1,,12,10000,False,1,T2D,0.683564,0.683564,0.683564,T2D,0,3,0,0,0,0.683564,0.683564,3
RAD51C,,17,10000,False,1,T2D,0.554815,0.554815,0.554815,T2D,0,1,0,0,0,0.554815,0.554815,1
RAI1,,17,10000,False,1,T2D,0.661654,0.661654,0.661654,T2D,0,2,0,0,0,0.661654,0.661654,2
RALY,,20,10000,False,1,T2D,0.516394,0.516394,0.516394,T2D,0,1,0,0,0,0.516394,0.516394,1
RAMP2,,17,10000,False,1,T2D,0.505261,0.505261,0.505261,T2D,0,2,0,0,0,0.505261,0.505261,2
RANBP3L,,5,10000,False,1,T2D,0.528705,0.528705,0.528705,T2D,0,1,0,0,0,0.528705,0.528705,1
RAPSN,,11,10000,False,1,AD,0.616687,0.616687,0.616687,AD,0,6,0.616687,0.616687,6,0,0,0
RASGEF1C,,5,10000,False,1,AD,0.64628,0.64628,0.64628,AD,0,5,0.64628,0.64628,5,0,0,0
RASGRP1,,15,10000,False,1,T2D,0.705267,0.705267,0.705267,T2D,0,8,0,0,0,0.705267,0.705267,8
RBM5,,3,10000,False,1,T2D,0.537765,0.537765,0.537765,T2D,0,2,0,0,0,0.537765,0.537765,2
RBM6,,3,10000,False,1,T2D,0.527265,0.527265,0.527265,T2D,0,2,0,0,0,0.527265,0.527265,2
RBMS1,,2,10000,False,1,T2D,0.755994,0.755994,0.755994,T2D,0,4,0,0,0,0.755994,0.755994,4
RBPJL,,20,10000,False,1,AD,0.604528,0.604528,0.604528,AD,0,1,0.604528,0.604528,1,0,0,0
RCCD1,,15,10000,False,1,T2D,0.663985,0.663985,0.663985,T2D,0,39,0,0,0,0.663985,0.663985,39
RCVRN,,17,10000,False,1,T2D,0.523083,0.523083,0.523083,T2D,0,1,0,0,0,0.523083,0.523083,1
REG4,,1,10000,False,1,T2D,0.620232,0.620232,0.620232,T2D,0,1,0,0,0,0.620232,0.620232,1
RELB,,19,10000,False,1,AD,0.742881,0.742881,0.742881,AD,0,30,0.742881,0.742881,30,0,0,0
RELN,,7,10000,False,1,T2D,0.656105,0.656105,0.656105,T2D,0,4,0,0,0,0.656105,0.656105,4
REP15,,12,10000,False,1,T2D,0.55103,0.55103,0.55103,T2D,0,1,0,0,0,0.55103,0.55103,1
REPS1,,6,10000,False,1,T2D,0.491839,0.491839,0.491839,T2D,0,3,0,0,0,0.491839,0.491839,3
REXO1,,19,10000,False,1,AD,0.513591,0.513591,0.513591,AD,0,12,0.513591,0.513591,12,0,0,0
RFTN2,,2,10000,False,1,T2D,0.524508,0.524508,0.524508,T2D,0,3,0,0,0,0.524508,0.524508,3
RFX6,,6,10000,False,1,T2D,0.549952,0.549952,0.549952,T2D,0,3,0,0,0,0.549952,0.549952,3
RFXANK,,19,10000,False,1,T2D,0.595135,0.595135,0.595135,T2D,0,2,0,0,0,0.595135,0.595135,2
RGS11,,16,10000,False,1,T2D,0.621924,0.621924,0.621924,T2D,0,9,0,0,0,0.621924,0.621924,9
RGS17,,6,10000,False,1,T2D,0.613456,0.613456,0.613456,T2D,0,8,0,0,0,0.613456,0.613456,8
RGS19,,20,10000,False,1,T2D,0.575696,0.575696,0.575696,T2D,0,4,0,0,0,0.575696,0.575696,4
RGS6,,14,10000,False,1,T2D,0.622697,0.622697,0.622697,T2D,0,7,0,0,0,0.622697,0.622697,7
RHOBTB3,,5,10000,False,1,T2D,0.611076,0.611076,0.611076,T2D,0,1,0,0,0,0.611076,0.611076,1
RIOK3,,18,10000,False,1,T2D,0.608511,0.608511,0.608511,T2D,0,9,0,0,0,0.608511,0.608511,9
RNF10,,12,10000,False,1,T2D,0.602281,0.602281,0.602281,T2D,0,1,0,0,0,0.602281,0.602281,1
RNF123,,3,10000,False,1,T2D,0.525973,0.525973,0.525973,T2D,0,1,0,0,0,0.525973,0.525973,1
RNF39,,6,10000,False,1,T2D,0.675139,0.675139,0.675139,T2D,0,1,0,0,0,0.675139,0.675139,1
RNF43,,17,10000,False,1,AD,0.593979,0.593979,0.593979,AD,0,2,0.593979,0.593979,2,0,0,0
RNF5,,6,10000,False,1,T2D,0.565102,0.565102,0.565102,T2D,0,3,0,0,0,0.565102,0.565102,3
RNF6,,13,10000,False,1,T2D,0.640586,0.640586,0.640586,T2D,0,2,0,0,0,0.640586,0.640586,2
RP11-145E5.5,,9,10000,False,1,T2D,0.732564,0.732564,0.732564,T2D,0,11,0,0,0,0.732564,0.732564,11
RP11-162P23.2,,12,10000,False,1,T2D,0.665017,0.665017,0.665017,T2D,0,2,0,0,0,0.665017,0.665017,2
RP11-196G11.1,,16,10000,False,1,AD,0.483549,0.483549,0.483549,AD,0,1,0.483549,0.483549,1,0,0,0
RP11-234B24.6,,12,10000,False,1,T2D,0.601948,0.601948,0.601948,T2D,0,1,0,0,0,0.601948,0.601948,1
RP11-242G20.1,,10,10000,False,1,T2D,0.54161,0.54161,0.54161,T2D,0,6,0,0,0,0.54161,0.54161,6
RP11-276H1.3,,16,10000,False,1,T2D,0.545501,0.545501,0.545501,T2D,0,2,0,0,0,0.545501,0.545501,2
RP11-297N6.4,,8,10000,False,1,AD,0.581857,0.581857,0.581857,AD,0,1,0.581857,0.581857,1,0,0,0
RP11-366L20.2,,12,10000,False,1,T2D,0.636466,0.636466,0.636466,T2D,0,30,0,0,0,0.636466,0.636466,30
RP11-500M8.7,,12,10000,False,1,T2D,0.683564,0.683564,0.683564,T2D,0,1,0,0,0,0.683564,0.683564,1
RP11-701P16.2,,4,10000,False,1,T2D,0.683972,0.683972,0.683972,T2D,0,7,0,0,0,0.683972,0.683972,7
RP11-872D17.8,,11,10000,False,1,T2D,0.663152,0.663152,0.663152,T2D,0,1,0,0,0,0.663152,0.663152,1
RP11-93B14.6,,20,10000,False,1,T2D,0.564604,0.564604,0.564604,T2D,0,4,0,0,0,0.564604,0.564604,4
RPH3A,,12,10000,False,1,T2D,0.592844,0.592844,0.592844,T2D,0,1,0,0,0,0.592844,0.592844,1
RPL8,,8,10000,False,1,T2D,0.541239,0.541239,0.541239,T2D,0,1,0,0,0,0.541239,0.541239,1
RPLP0,,12,10000,False,1,T2D,0.612158,0.612158,0.612158,T2D,0,1,0,0,0,0.612158,0.612158,1
RPS10-NUDT3,,6,10000,False,1,T2D,0.631846,0.631846,0.631846,T2D,0,6,0,0,0,0.631846,0.631846,6
RPS9,,19,10000,False,1,AD,0.594231,0.594231,0.594231,AD,0,3,0.594231,0.594231,3,0,0,0
RREB1,,6,10000,False,1,T2D,0.73608,0.73608,0.73608,T2D,0,15,0,0,0,0.73608,0.73608,15
RSBN1,,1,10000,False,1,T2D,0.624456,0.624456,0.624456,T2D,0,2,0,0,0,0.624456,0.624456,2
RSPH6A,,19,10000,False,1,AD,0.619947,0.619947,0.619947,AD,0,1,0.619947,0.619947,1,0,0,0
RSRC2,,12,10000,False,1,T2D,0.56864,0.56864,0.56864,T2D,0,1,0,0,0,0.56864,0.56864,1
RTFDC1,,20,10000,False,1,AD,0.557074,0.557074,0.557074,AD,0,3,0.557074,0.557074,3,0,0,0
RUFY2,,10,10000,False,1,T2D,0.720815,0.720815,0.720815,T2D,0,4,0,0,0,0.720815,0.720815,4
RWDD1,,6,10000,False,1,T2D,0.504723,0.504723,0.504723,T2D,0,1,0,0,0,0.504723,0.504723,1
SAG,,2,10000,False,1,T2D,0.654971,0.654971,0.654971,T2D,0,2,0,0,0,0.654971,0.654971,2
SAMM50,,22,10000,False,1,T2D,0.771067,0.771067,0.771067,T2D,0,1,0,0,0,0.771067,0.771067,1
SAPCD1,,6,10000,False,1,T2D,0.609159,0.609159,0.609159,T2D,0,5,0,0,0,0.609159,0.609159,5
