gene_name,snp_count,best_pvalue,max_risk_score,max_combined_score,min_distance,gene_id,gene_rank
TAOK2,288,4.613e-12,0.123921061662212,0.311076934811872,0,ENSG00000149930,201
HIRIP3,357,4.613e-12,0.123921061662212,0.311076934811872,569,ENSG00000149929,202
C16orf92,147,4.613e-12,0.123921061662212,0.311076934811872,0,ENSG00000167194,203
C10orf40,15,2.742e-08,0.1295920166220969,0.3100773156793799,5242,ENSG00000235931,204
PILRA,40,1.291e-10,0.1249736231194671,0.3095783330540197,0,ENSG00000085514,205
SPDYE3,2,1.291e-10,0.1249736231194671,0.3095783330540197,12230,ENSG00000214300,206
PILRB,96,1.291e-10,0.1249736231194671,0.3095783330540197,1688,ENSG00000121716,207
CNTNAP2,52,2.096e-09,0.1254202460148052,0.3078570925645564,0,ENSG00000174469,208
CASS4,60,4.837e-16,0.1142300104284703,0.3077291292325854,0,ENSG00000087589,209
CSTF1,84,4.837e-16,0.1142300104284703,0.3077291292325854,3557,ENSG00000101138,210
AURKA,110,4.837e-16,0.1142300104284703,0.3077291292325854,15682,ENSG00000087586,211
FAM210B,14,5.819e-16,0.1142300104284703,0.3077291292325854,39356,ENSG00000124098,212
NPAS1,24,4.59727e-12,0.1185731595211878,0.3053170824049359,0,ENSG00000130751,213
TMEM160,3,4.59727e-12,0.1185731595211878,0.3053170824049359,12181,ENSG00000130748,214
ARHGAP35,35,4.59727e-12,0.1185731595211878,0.3053170824049359,0,ENSG00000160007,215
ZC3H4,20,4.59727e-12,0.1185731595211878,0.3053170824049359,0,ENSG00000130749,216
ZCWPW1,56,2.139e-10,0.1213001420823133,0.3051199117108643,0,ENSG00000078487,217
TRIM35,16,3.273e-09,0.113658142969384,0.2948308341588134,26285,ENSG00000104228,218
ADAMTS1,14,1.718e-09,0.1127643345495809,0.2943770557719159,44980,ENSG00000154734,219
ARID3A,96,1.0173e-09,0.1124820485150174,0.2941189398391892,0,ENSG00000116017,220
MED16,104,1.62073e-09,0.1124820485150174,0.2941189398391892,0,ENSG00000175221,221
PRTN3,18,1.62073e-09,0.1124820485150174,0.2941189398391892,13006,ENSG00000196415,222
ELANE,26,1.62073e-09,0.1124820485150174,0.2941189398391892,23057,ENSG00000197561,223
KISS1R,33,1.62073e-09,0.1124820485150174,0.2941189398391892,10400,ENSG00000116014,224
R3HDM4,77,1.62073e-09,0.1124820485150174,0.2941189398391892,0,ENSG00000198858,225
CFD,24,1.62073e-09,0.1124820485150174,0.2941189398391892,18321,ENSG00000197766,226
ZNF155,240,7.14003e-35,0.0683407840440661,0.2926915162959642,0,ENSG00000204920,227
ZNF230,100,7.14003e-35,0.0683407840440661,0.2926915162959642,0,ENSG00000159882,228
ZNF221,78,7.14003e-35,0.0683407840440661,0.2926915162959642,0,ENSG00000159905,229
ZNF222,76,7.14003e-35,0.0683407840440661,0.2926915162959642,0,ENSG00000159885,230
TSPAN14,126,1.329e-14,0.1022906162325481,0.2919598002173635,0,ENSG00000108219,231
SH2D4B,70,1.329e-14,0.1022906162325481,0.2919598002173635,17521,ENSG00000178217,232
GPR141,10,4.757e-09,0.1103684576971602,0.2909906129500993,0,ENSG00000187037,233
NME8,12,4.757e-09,0.1103684576971602,0.2909906129500993,43936,ENSG00000086288,234
EPDR1,8,4.757e-09,0.1103684576971602,0.2909906129500993,0,ENSG00000086289,235
C7orf61,10,2.008e-17,0.095535252157557,0.2889493626671289,17963,ENSG00000185955,236
TSC22D4,24,2.008e-17,0.095535252157557,0.2889493626671289,2955,ENSG00000166925,237
NYAP1,8,2.008e-17,0.095535252157557,0.2889493626671289,0,ENSG00000166924,238
AGFG2,6,1.035e-16,0.095535252157557,0.2889493626671289,45039,ENSG00000106351,239
PVR,50,5.217949999999999e-20,0.1060040987327054,0.2876723048492007,26062,ENSG00000073008,240
ZNF180,21,5.37403e-33,0.0658163853346813,0.2865568353139275,37242,ENSG00000167384,241
CEACAM19,50,5.217949999999999e-20,0.0913950652600008,0.2862223922993828,9327,ENSG00000186567,242
JAZF1,80,2.019e-08,0.1055873850009379,0.2844150271840513,0,ENSG00000153814,243
SLC39A13,1404,3.277e-12,0.0975178418390066,0.282896756806332,0,ENSG00000165915,244
PSMC3,957,3.277e-12,0.0975178418390066,0.282896756806332,0,ENSG00000165916,245
GRIN3B,26,1.645e-14,0.1026793018531438,0.2827917358946507,8937,ENSG00000116032,246
CCDC61,189,1.24595e-23,0.0794925030263019,0.2827247200560681,0,ENSG00000104983,247
PGLYRP1,21,8.15831e-23,0.0794925030263019,0.2827247200560681,0,ENSG00000008438,248
IGFL4,104,8.15831e-23,0.0794925030263019,0.2827247200560681,0,ENSG00000204869,249
FAM63B,155,9.654e-12,0.0967603079164954,0.2802218968226807,0,ENSG00000128923,250
ADAM10,528,9.654e-12,0.0967603079164954,0.2802218968226807,0,ENSG00000137845,251
RTFDC1,72,4.837e-16,0.0875097426833183,0.2790831650038387,3110,ENSG00000022277,252
XRCC1,216,2.0090900000000001e-19,0.0880253499197228,0.2770542304189307,13469,ENSG00000073050,253
CADM4,12,1.2735e-14,0.0880253499197228,0.2770542304189307,0,ENSG00000105767,254
ZNF428,15,1.2735e-14,0.0880253499197228,0.2770542304189307,342,ENSG00000131116,255
L34079.2,23,2.0090900000000001e-19,0.0880253499197228,0.2770542304189307,2479,ENSG00000268361,256
PLAUR,96,1.2735e-14,0.0880253499197228,0.2770542304189307,0,ENSG00000011422,257
SRRM5,10,1.2735e-14,0.0880253499197228,0.2770542304189307,1102,ENSG00000226763,258
IRGQ,16,1.2735e-14,0.0880253499197228,0.2770542304189307,0,ENSG00000167378,259
PINLYP,20,1.2735e-14,0.0880253499197228,0.2770542304189307,11551,ENSG00000234465,260
ZNF576,28,1.2735e-14,0.0880253499197228,0.2770542304189307,877,ENSG00000124444,261
PSG9,18,3.0512e-08,0.0982767386485961,0.2764927419472308,46296,ENSG00000183668,262
MS4A4A,140,2.415e-16,0.0886702111607112,0.2715360807350863,0,ENSG00000110079,263
FERMT2,845,5.819e-10,0.0914362881937006,0.2708352806606807,0,ENSG00000073712,264
PCP4L1,2,1.048e-08,0.0922907090692666,0.2707826654181255,40852,ENSG00000248485,265
HS3ST1,17,1.252e-13,0.0853117861629211,0.2697648248476212,354368,ENSG00000002587,266
FAM131B,90,1.417e-11,0.0873810228203904,0.2686918205769562,39244,ENSG00000159784,267
ANK3,138,6.789e-09,0.0892505361826512,0.2679542444088792,385,ENSG00000151150,268
GRINA,20,5.02e-11,0.0896428319596503,0.267080288556566,30137,ENSG00000178719,269
SPATC1,6,5.02e-11,0.0896428319596503,0.267080288556566,0,ENSG00000186583,270
PARP10,63,5.02e-11,0.0896428319596503,0.267080288556566,10780,ENSG00000178685,271
ZNF45,75,2.03798e-28,0.0554143928957472,0.2670168229422295,0,ENSG00000124459,272
PPP1R35,30,2.008e-17,0.0688890554401969,0.2615329892655462,20326,ENSG00000160813,273
MEPCE,24,2.008e-17,0.0688890554401969,0.2615329892655462,13834,ENSG00000146834,274
CLCN1,4,1.417e-11,0.078618090479505,0.2613745787865959,49931,ENSG00000188037,275
HLA-DRB1,213,3.134e-17,0.0808292361413225,0.2608808219145083,0,ENSG00000196126,276
HLA-DQA1,1351,3.134e-17,0.0808292361413225,0.2608808219145083,0,ENSG00000196735,277
ZNF575,145,2.0090900000000001e-19,0.0696732679987852,0.2597741752323912,0,ENSG00000176472,278
LYPD3,96,8.4839900000000015e-19,0.0696732679987852,0.2597741752323912,0,ENSG00000124466,279
PHLDB3,296,2.0090900000000001e-19,0.0696732679987852,0.2597741752323912,0,ENSG00000176531,280
ETHE1,222,2.0090900000000001e-19,0.0696732679987852,0.2597741752323912,0,ENSG00000105755,281
ZNF404,30,1.48765e-26,0.0517468645525259,0.2596745782579528,1646,ENSG00000176222,282
NOVA2,45,1.24595e-23,0.0587810970110866,0.259655984136793,0,ENSG00000104967,283
NEIL2,6,2.346e-08,0.0787462011272981,0.2556555921102811,30042,ENSG00000154328,284
FOXA3,8,1.6857800000000002e-23,0.0490466924364462,0.2512076202242106,3026,ENSG00000170608,285
IRF2BP1,6,1.6857800000000002e-23,0.0490466924364462,0.2512076202242106,2596,ENSG00000170604,286
SYMPK,72,1.6857800000000002e-23,0.0529558476510758,0.2512076202242106,13533,ENSG00000125755,287
NANOS2,7,1.24595e-23,0.0490466924364462,0.2512076202242106,3092,ENSG00000188425,288
MYPOP,7,1.24595e-23,0.0490466924364462,0.2512076202242106,9008,ENSG00000176182,289
RABEP1,369,6.585e-13,0.0652703772985472,0.2494170625266505,0,ENSG00000029725,290
ZFP3,10,4.459e-11,0.0726813125672277,0.24869763199898,0,ENSG00000180787,291
USP6,100,7.778e-13,0.0726813125672277,0.24869763199898,0,ENSG00000129204,292
ZNF232,112,4.459e-11,0.0726813125672277,0.24869763199898,0,ENSG00000167840,293
MS4A14,30,5.354e-13,0.063749040123441,0.2479413042625023,42618,ENSG00000166928,294
MS4A6E,36,1.208e-14,0.063749040123441,0.2479413042625023,0,ENSG00000166926,295
MS4A7,33,5.354e-13,0.063749040123441,0.2479413042625023,42570,ENSG00000166927,296
CR2,25,7.613e-15,0.0695709740439198,0.2461707207699398,20952,ENSG00000117322,297
KANSL1,11747,1.366e-10,0.0663551658850778,0.2461597497540993,0,ENSG00000120071,298
ABHD17A,90,6.143e-09,0.0680688463410436,0.2450799348078286,20255,ENSG00000129968,299
KLF16,57,6.143e-09,0.0680688463410436,0.2450799348078286,0,ENSG00000129911,300
REXO1,133,6.143e-09,0.0680688463410436,0.2450799348078286,0,ENSG00000079313,301
ATP8B3,133,6.143e-09,0.0680688463410436,0.2450799348078286,407,ENSG00000130270,302
NDUFAF6,1071,1.819e-09,0.066422385800075,0.2443318229637759,0,ENSG00000156170,303
TP53INP1,180,1.819e-09,0.066422385800075,0.2443318229637759,0,ENSG00000164938,304
SCAMP4,24,1.458e-08,0.0675672506663218,0.2439857457373039,48659,ENSG00000227500,305
ADAT3,6,1.458e-08,0.0675672506663218,0.2439857457373039,48823,ENSG00000213638,306
CD3EAP,24,2.42159e-14,0.0563093157513962,0.2423472397808777,41249,ENSG00000117877,307
CD2AP,115,4.686e-13,0.0647118592092365,0.2411515470873674,0,ENSG00000198087,308
GPR111,8,4.686e-13,0.0573501154314781,0.2411515470873674,29017,ENSG00000164393,309
IGFL2,140,2.11836e-20,0.045118772252624,0.2409395459665169,0,ENSG00000204866,310
RSPH6A,6,5.75572e-15,0.0529558476510758,0.2398931740293444,19211,ENSG00000104941,311
IGFL3,16,2.4717199999999998e-20,0.0430800299270781,0.2390173009655337,4663,ENSG00000188624,312
RAPSN,330,7.841e-12,0.0521976262351446,0.2333732239699614,0,ENSG00000165917,313
PSG6,24,4.64633e-09,0.0576453515953238,0.232658145051698,30776,ENSG00000170848,314
HS3ST5,21,2.78e-08,0.0574751235590209,0.2326011312806896,15716,ENSG00000249853,315
TREML4,141,3.268e-12,0.0521383268953639,0.232253799712629,0,ENSG00000188056,316
TREM1,185,1.729e-11,0.0521383268953639,0.232253799712629,0,ENSG00000124731,317
WDR18,40,1.0173e-09,0.0563128706114874,0.2310957728880055,24099,ENSG00000065268,318
AC004528.1,9,1.0173e-09,0.0563128706114874,0.2310957728880055,18716,ENSG00000269169,319
AZU1,24,4.28667e-09,0.0544681493825583,0.2308383428180185,0,ENSG00000172232,320
CELF1,840,2.279e-11,0.0507209749371369,0.2307117961110965,0,ENSG00000149187,321
ATG16L1,357,3.363e-10,0.0532128171123069,0.2298172562428343,36313,ENSG00000085978,322
HLA-DRB5,23,2.24e-09,0.0526223792342866,0.2289532616765937,0,ENSG00000198502,323
GCNT7,4,2.21998e-09,0.0490283133048312,0.22549670158094,26011,ENSG00000124091,324
COX7C,4,4.238e-13,0.04260769966967,0.2249310812325938,270002,ENSG00000127184,325
APOBEC2,6,8.352e-16,0.0371886320397064,0.2244287867238709,195,ENSG00000124701,326
OARD1,90,8.352e-16,0.0371886320397064,0.2244287867238709,0,ENSG00000124596,327
TSPO2,15,8.352e-16,0.0371886320397064,0.2244287867238709,8772,ENSG00000112212,328
NFYA,12,8.352e-16,0.0371886320397064,0.2244287867238709,0,ENSG00000001167,329
PLEC,15,5.02e-11,0.0449031068602813,0.224045968600138,46818,ENSG00000178209,330
CEACAM4,2,8.96004e-09,0.0484750845814574,0.2231003567180004,9378,ENSG00000105352,331
CEACAM21,5,2.16636e-08,0.0484750845814574,0.2231003567180004,49623,ENSG00000007129,332
CEACAM7,8,8.96004e-09,0.0484750845814574,0.2231003567180004,3938,ENSG00000007306,333
PNMAL2,9,4.54046e-16,0.0311310091166945,0.2183831019521448,3977,ENSG00000204851,334
PNMAL1,6,4.54046e-16,0.0311310091166945,0.2183831019521448,11366,ENSG00000182013,335
PPP5D1,35,4.54046e-16,0.0311310091166945,0.2183831019521448,0,ENSG00000230510,336
AC011484.1,3,4.54046e-16,0.0311310091166945,0.2183831019521448,11579,ENSG00000204850,337
GCNT4,2,2.776e-08,0.0442484357368915,0.2183500503813759,39148,ENSG00000176928,338
ANKRD31,6,2.776e-08,0.0442484357368915,0.2183500503813759,0,ENSG00000145700,339
PRSS8,16,7.711e-10,0.0441023599688592,0.2180719755825457,7275,ENSG00000052344,340
ZNF668,9,3.234e-08,0.0441023599688592,0.2180719755825457,36930,ENSG00000167394,341
ZNF646,4,3.234e-08,0.0441023599688592,0.2180719755825457,27054,ENSG00000167395,342
BCKDK,28,7.711e-10,0.0441023599688592,0.2180719755825457,0,ENSG00000103507,343
PRSS53,3,3.234e-08,0.0441023599688592,0.2180719755825457,21622,ENSG00000151006,344
VKORC1,16,7.711e-10,0.0441023599688592,0.2180719755825457,15270,ENSG00000167397,345
KAT8,24,7.711e-10,0.0441023599688592,0.2180719755825457,4504,ENSG00000103510,346
RP11-196G11.1,6,7.711e-10,0.0441023599688592,0.2180719755825457,16294,ENSG00000255439,347
PRSS36,32,7.711e-10,0.0441023599688592,0.2180719755825457,0,ENSG00000178226,348
CCDC8,5,5.56545e-16,0.030589407894908,0.217638659373495,16727,ENSG00000169515,349
RNF111,91,1.785e-10,0.0414846669876968,0.2170529459914595,0,ENSG00000157450,350
TEX101,48,2.1707e-11,0.0425390834903216,0.216328228147283,17485,ENSG00000131126,351
TBX6,48,2.158e-11,0.035474503296849,0.214553457812631,3335,ENSG00000149922,352
PPP4C,264,1.985e-11,0.035474503296849,0.214553457812631,0,ENSG00000149923,353
YPEL3,96,2.158e-11,0.035474503296849,0.214553457812631,9017,ENSG00000090238,354
KLHDC9,28,2.206e-08,0.038008088783482,0.2117946824298519,33309,ENSG00000162755,355
NIT1,84,2.206e-08,0.038008088783482,0.2117946824298519,8210,ENSG00000158793,356
